Data,Impressions,Link Clicks
19/09/2022,5000,466
20/09/2022,88,30
20/09/2022,5,0
20/09/2022,1,0
20/09/2022,3022,1006
20/09/2022,18609,969
20/09/2022,6875,572
20/09/2022,4841,496
21/09/2022,232,58
21/09/2022,21,2
21/09/2022,9,2
21/09/2022,1437,489
21/09/2022,7778,432
21/09/2022,2532,213
21/09/2022,5337,460
22/09/2022,197,66
22/09/2022,51,2
22/09/2022,10,1
22/09/2022,252,102
22/09/2022,8,1
22/09/2022,4513,460
23/09/2022,167,38
23/09/2022,29,4
23/09/2022,65,3
23/09/2022,2633,860
23/09/2022,2,1
23/09/2022,4,0
23/09/2022,3848,436
24/09/2022,49,22
24/09/2022,35,0
24/09/2022,4,1
24/09/2022,3876,1231
24/09/2022,4845,358
25/09/2022,43,15
25/09/2022,26,1
25/09/2022,4189,1155
25/09/2022,5025,373
26/09/2022,62,19
26/09/2022,48,3
26/09/2022,5,0
26/09/2022,5947,1508
26/09/2022,10840,688
27/09/2022,526,242
27/09/2022,110,5
27/09/2022,44,8
27/09/2022,10483,1846
27/09/2022,9590,686
28/09/2022,10,4
28/09/2022,13600,1768
28/09/2022,11759,678
29/09/2022,194,103
29/09/2022,72,2
29/09/2022,13,3
29/09/2022,14757,1866
29/09/2022,8404,635
30/09/2022,296,115
30/09/2022,59,1
30/09/2022,5,3
30/09/2022,19697,1697
30/09/2022,9154,586
02/10/2022,179,9
03/10/2022,246,28
04/10/2022,131,22
05/10/2022,119,12
06/10/2022,43,3
07/10/2022,102,7
08/10/2022,59,6
09/10/2022,43,4
10/10/2022,122,11
11/10/2022,74,10
12/10/2022,56,5
13/10/2022,48,12
14/10/2022,58,12
15/10/2022,99,18
16/10/2022,67,14
17/10/2022,54,12
18/10/2022,43,5
19/10/2022,33,4
20/10/2022,16,1
21/10/2022,13,2
22/10/2022,25,5
23/10/2022,20,3
24/10/2022,47,7
25/10/2022,49,7
26/10/2022,18,5
27/10/2022,16,4
28/10/2022,21,2
29/10/2022,8,4
30/10/2022,16,3
31/10/2022,38,5
01/10/2022,358,11
02/10/2022,284,16
03/10/2022,529,64
04/10/2022,411,52
05/10/2022,261,31
06/10/2022,91,13
07/10/2022,71,13
08/10/2022,173,21
09/10/2022,41,8
10/10/2022,340,63
11/10/2022,280,59
12/10/2022,347,35
13/10/2022,352,60
14/10/2022,296,56
15/10/2022,234,29
16/10/2022,208,33
17/10/2022,356,52
18/10/2022,244,40
19/10/2022,181,19
20/10/2022,175,28
21/10/2022,137,19
22/10/2022,66,12
23/10/2022,61,10
24/10/2022,125,20
25/10/2022,122,21
26/10/2022,37,10
27/10/2022,46,7
28/10/2022,24,6
29/10/2022,20,6
30/10/2022,15,3
31/10/2022,75,10
03/10/2022,12211,9
04/10/2022,10206,8
05/10/2022,10169,9
06/10/2022,1677,24
07/10/2022,729,5
08/10/2022,9324,44
09/10/2022,990,8
10/10/2022,5815,17
11/10/2022,7791,18
12/10/2022,14839,25
13/10/2022,11300,20
14/10/2022,13355,18
15/10/2022,6898,17
16/10/2022,6125,23
17/10/2022,8022,18
18/10/2022,8407,15
19/10/2022,11423,17
20/10/2022,10552,21
21/10/2022,14549,21
22/10/2022,8845,22
23/10/2022,3206,16
24/10/2022,5727,17
25/10/2022,12340,19
26/10/2022,12230,27
27/10/2022,1652,11
28/10/2022,10204,22
29/10/2022,3516,14
30/10/2022,3046,13
31/10/2022,3517,10
03/10/2022,26160,13
04/10/2022,23237,21
05/10/2022,21719,14
06/10/2022,3488,30
07/10/2022,328,9
08/10/2022,2634,92
09/10/2022,1668,60
10/10/2022,1545,52
11/10/2022,15362,48
12/10/2022,9696,24
13/10/2022,15603,36
14/10/2022,9941,34
15/10/2022,21411,45
16/10/2022,3543,17
17/10/2022,8161,18
18/10/2022,7148,17
19/10/2022,1935,10
20/10/2022,10200,34
21/10/2022,11358,26
22/10/2022,7283,23
23/10/2022,2162,15
24/10/2022,6674,21
25/10/2022,2432,11
26/10/2022,1640,16
27/10/2022,474,15
28/10/2022,1913,17
29/10/2022,200,7
30/10/2022,1539,32
31/10/2022,2973,26
03/10/2022,22111,14
04/10/2022,18903,6
05/10/2022,17803,13
06/10/2022,6461,27
07/10/2022,613,10
08/10/2022,2327,61
09/10/2022,5227,41
10/10/2022,6413,43
11/10/2022,7092,19
12/10/2022,10671,29
13/10/2022,19883,37
14/10/2022,10067,29
15/10/2022,9264,30
16/10/2022,10381,29
17/10/2022,5414,29
18/10/2022,6900,19
19/10/2022,10502,31
20/10/2022,7832,20
21/10/2022,9070,22
22/10/2022,5117,27
23/10/2022,2375,29
24/10/2022,4342,25
25/10/2022,4330,26
26/10/2022,8085,28
27/10/2022,6244,23
28/10/2022,6620,12
29/10/2022,4797,19
30/10/2022,666,4
31/10/2022,4225,13
16/10/2022,4,2
17/10/2022,41,8
18/10/2022,58,19
19/10/2022,32,10
20/10/2022,43,7
21/10/2022,29,11
22/10/2022,3,0
23/10/2022,12,6
24/10/2022,31,7
25/10/2022,39,10
26/10/2022,18,4
27/10/2022,10,5
28/10/2022,8,3
29/10/2022,4,1
30/10/2022,4,2
31/10/2022,33,11
16/10/2022,6,1
17/10/2022,185,39
18/10/2022,136,32
19/10/2022,120,26
20/10/2022,103,22
21/10/2022,62,19
22/10/2022,42,12
23/10/2022,46,12
24/10/2022,64,19
25/10/2022,103,21
26/10/2022,86,22
27/10/2022,96,22
28/10/2022,51,8
29/10/2022,30,5
30/10/2022,33,6
31/10/2022,131,31
03/10/2022,1770,0
04/10/2022,4829,2
05/10/2022,2784,3
06/10/2022,53,0
10/10/2022,2799,6
11/10/2022,3536,8
12/10/2022,3389,9
13/10/2022,3361,4
14/10/2022,3569,3
15/10/2022,3692,9
16/10/2022,3954,3
17/10/2022,3838,6
18/10/2022,3767,4
19/10/2022,3689,1
20/10/2022,3715,5
21/10/2022,3609,1
22/10/2022,3854,4
23/10/2022,4022,5
24/10/2022,3444,6
25/10/2022,3591,4
26/10/2022,3378,4
27/10/2022,3275,1
28/10/2022,3699,4
29/10/2022,4034,8
30/10/2022,4324,4
31/10/2022,3835,11
03/10/2022,1631,1
04/10/2022,4118,1
05/10/2022,4587,7
06/10/2022,59,0
10/10/2022,3605,5
11/10/2022,3710,5
12/10/2022,4439,7
13/10/2022,4992,4
14/10/2022,5698,6
15/10/2022,6487,3
16/10/2022,5964,4
17/10/2022,5856,6
18/10/2022,5119,2
19/10/2022,4586,1
20/10/2022,4523,3
21/10/2022,5111,2
22/10/2022,5715,1
23/10/2022,6078,6
24/10/2022,4858,1
25/10/2022,4625,5
26/10/2022,4590,1
27/10/2022,4814,5
28/10/2022,5713,6
29/10/2022,5658,8
30/10/2022,5701,4
31/10/2022,5162,4
16/10/2022,1,0
17/10/2022,8,3
18/10/2022,7,2
19/10/2022,6,0
20/10/2022,11,0
21/10/2022,7,4
24/10/2022,7,1
25/10/2022,6,1
26/10/2022,4,0
27/10/2022,2,1
28/10/2022,1,1
30/10/2022,5,1
31/10/2022,1,0
01/10/2022,104,6
02/10/2022,108,5
03/10/2022,387,46
04/10/2022,304,42
05/10/2022,213,28
06/10/2022,22,2
07/10/2022,72,8
08/10/2022,125,25
09/10/2022,95,17
10/10/2022,260,37
11/10/2022,137,36
12/10/2022,209,15
13/10/2022,172,26
14/10/2022,134,13
15/10/2022,99,15
16/10/2022,111,21
17/10/2022,244,37
18/10/2022,231,44
19/10/2022,246,36
20/10/2022,152,30
21/10/2022,132,21
22/10/2022,17,6
23/10/2022,41,8
24/10/2022,84,19
25/10/2022,82,16
26/10/2022,64,16
27/10/2022,61,19
28/10/2022,42,6
29/10/2022,61,10
30/10/2022,114,22
31/10/2022,43,12
03/10/2022,501,0
04/10/2022,2109,1
05/10/2022,1759,4
06/10/2022,17,0
10/10/2022,1574,3
11/10/2022,1921,1
12/10/2022,1944,2
13/10/2022,1827,3
14/10/2022,2035,0
15/10/2022,2312,1
16/10/2022,2257,4
17/10/2022,2236,5
18/10/2022,2125,2
19/10/2022,2107,0
20/10/2022,1975,2
21/10/2022,1931,2
22/10/2022,2196,0
23/10/2022,2402,3
24/10/2022,2061,0
25/10/2022,1957,2
26/10/2022,1946,0
27/10/2022,1580,1
28/10/2022,1984,0
29/10/2022,2285,5
30/10/2022,2470,2
31/10/2022,2167,3
01/10/2022,45,10
01/10/2022,19,3
01/10/2022,1,0
01/10/2022,21934,1726
01/10/2022,11292,569
02/10/2022,56,13
02/10/2022,6,0
02/10/2022,1,0
02/10/2022,17366,1212
02/10/2022,12473,438
03/10/2022,120,52
03/10/2022,1,0
03/10/2022,2,0
03/10/2022,26521,1669
03/10/2022,9347,639
04/10/2022,771,323
04/10/2022,16,4
04/10/2022,14,3
04/10/2022,68065,3780
04/10/2022,16575,704
04/10/2022,12100,427
04/10/2022,19500,676
05/10/2022,619,256
05/10/2022,18,3
05/10/2022,6,2
05/10/2022,44563,3756
05/10/2022,20328,652
05/10/2022,10731,429
05/10/2022,18154,527
06/10/2022,750,328
06/10/2022,14,4
06/10/2022,8,3
06/10/2022,41660,3652
06/10/2022,13601,467
06/10/2022,16137,468
06/10/2022,19406,675
07/10/2022,304,114
07/10/2022,18,1
07/10/2022,10,5
07/10/2022,21710,2268
07/10/2022,5645,253
07/10/2022,15110,279
07/10/2022,20797,700
08/10/2022,237,88
08/10/2022,8,2
08/10/2022,3,2
08/10/2022,20329,2180
08/10/2022,24525,834
08/10/2022,13877,337
08/10/2022,6320,233
09/10/2022,176,64
09/10/2022,12,2
05/10/2022,437,15
06/10/2022,937,91
07/10/2022,706,81
08/10/2022,801,103
09/10/2022,970,90
10/10/2022,1584,146
11/10/2022,1566,151
12/10/2022,1603,155
13/10/2022,1646,166
14/10/2022,1490,168
15/10/2022,1334,167
16/10/2022,1139,142
17/10/2022,1604,190
18/10/2022,1741,181
19/10/2022,1046,126
20/10/2022,1279,125
21/10/2022,1314,152
22/10/2022,1172,138
23/10/2022,1038,129
24/10/2022,1531,171
11/10/2022,213826,161
12/10/2022,208726,92
13/10/2022,221192,121
14/10/2022,216907,112
15/10/2022,222594,126
16/10/2022,226248,149
17/10/2022,229974,137
18/10/2022,228812,98
19/10/2022,214411,92
20/10/2022,215430,101
21/10/2022,210153,87
22/10/2022,215114,131
23/10/2022,209373,121
24/10/2022,211882,106
13/10/2022,4837,1
14/10/2022,19054,19
15/10/2022,17445,21
16/10/2022,16074,29
17/10/2022,15735,31
18/10/2022,17963,26
19/10/2022,15186,33
20/10/2022,18372,32
21/10/2022,17442,39
22/10/2022,531,0
09/10/2022,3,1
25/10/2022,3952,4
26/10/2022,68058,42
27/10/2022,41154,48
28/10/2022,7158,4
29/10/2022,11536,36
29/10/2022,280,1
30/10/2022,7,0
30/10/2022,6586,6
30/10/2022,2557,3
31/10/2022,9,0
31/10/2022,10907,76
31/10/2022,1496,3
09/10/2022,18216,1833
09/10/2022,23109,771
09/10/2022,12502,365
09/10/2022,11418,369
10/10/2022,0,
10/10/2022,0,
10/10/2022,0,
12/10/2022,0,
13/10/2022,0,
14/10/2022,0,
14/10/2022,0,
15/10/2022,0,
15/10/2022,0,
19/10/2022,21942,1206
20/10/2022,11628,1150
20/10/2022,20493,287
21/10/2022,2176,676
01/10/2022,26344,13
01/10/2022,14771,5
01/10/2022,6069,110
01/10/2022,2776,32
01/10/2022,4249,74
01/10/2022,0,
01/10/2022,0,
01/10/2022,0,
01/10/2022,37875,4
02/10/2022,0,
02/10/2022,64163,15
02/10/2022,24162,7
02/10/2022,41193,12
02/10/2022,11470,107
02/10/2022,6007,87
02/10/2022,4615,44
03/10/2022,43338,13
03/10/2022,0,
03/10/2022,0,
03/10/2022,0,
03/10/2022,31399,7
03/10/2022,7059,115
03/10/2022,3204,46
03/10/2022,5500,77
03/10/2022,64267,16
03/10/2022,2385,13
03/10/2022,17829,3
04/10/2022,21589,196
21/10/2022,58928,900
21/10/2022,42985,873
22/10/2022,2105,542
04/10/2022,4286,75
04/10/2022,204201,59
04/10/2022,0,
04/10/2022,0,
04/10/2022,32488,8
04/10/2022,13594,3
04/10/2022,23518,9
04/10/2022,5595,112
04/10/2022,2964,33
05/10/2022,0,
05/10/2022,0,
05/10/2022,30088,3
05/10/2022,12198,4
05/10/2022,22576,1
05/10/2022,1851,40
05/10/2022,3214,45
05/10/2022,142100,41
05/10/2022,17090,202
22/10/2022,50221,849
22/10/2022,40988,682
23/10/2022,2117,527
05/10/2022,3737,82
06/10/2022,3674,41
23/10/2022,978327,1215
23/10/2022,49038,743
24/10/2022,2402,666
06/10/2022,20191,215
06/10/2022,139425,39
06/10/2022,1935,26
06/10/2022,17507,2
06/10/2022,10346,4
06/10/2022,25180,5
06/10/2022,0,
06/10/2022,4611,83
07/10/2022,139025,47
24/10/2022,58649,1014
24/10/2022,0,
07/10/2022,17285,194
25/10/2022,3461,1081
07/10/2022,3339,39
07/10/2022,1868,21
07/10/2022,4258,75
07/10/2022,19644,6
07/10/2022,25057,5
07/10/2022,10307,2
08/10/2022,28057,7
08/10/2022,12455,4
08/10/2022,24778,4
08/10/2022,4319,64
08/10/2022,1931,21
08/10/2022,3568,43
08/10/2022,166706,32
08/10/2022,16996,163
25/10/2022,56404,1175
25/10/2022,10368,148
26/10/2022,2961,742
09/10/2022,33448,13
09/10/2022,14471,2
09/10/2022,27742,4
09/10/2022,5019,102
09/10/2022,2260,23
09/10/2022,4024,46
09/10/2022,191800,34
09/10/2022,19991,195
26/10/2022,47160,911
26/10/2022,47766,722
27/10/2022,2809,764
10/10/2022,4126,58
10/10/2022,2191,27
10/10/2022,30308,7
10/10/2022,13292,3
10/10/2022,4835,70
10/10/2022,25294,5
10/10/2022,18577,194
27/10/2022,43274,704
27/10/2022,45221,779
28/10/2022,2237,672
10/10/2022,176540,52
11/10/2022,4209,92
11/10/2022,28741,10
11/10/2022,12589,2
11/10/2022,23950,3
11/10/2022,1934,26
11/10/2022,3357,36
11/10/2022,166390,50
11/10/2022,15556,178
12/10/2022,3444,25
12/10/2022,14064,171
12/10/2022,204621,30
12/10/2022,4476,69
12/10/2022,1936,21
12/10/2022,34857,7
12/10/2022,29247,4
28/10/2022,50841,837
12/10/2022,15136,4
13/10/2022,169398,41
13/10/2022,29373,4
13/10/2022,3350,47
28/10/2022,26122,471
13/10/2022,1744,14
13/10/2022,12899,4
13/10/2022,14835,181
13/10/2022,24935,10
13/10/2022,4117,77
14/10/2022,27323,3
14/10/2022,12548,8
14/10/2022,23040,4
14/10/2022,3894,64
14/10/2022,1890,18
14/10/2022,155585,43
14/10/2022,16151,167
29/10/2022,1729,499
29/10/2022,50655,872
14/10/2022,3249,45
29/10/2022,3902,104
30/10/2022,2069,517
15/10/2022,18102,187
15/10/2022,166319,45
15/10/2022,3485,48
15/10/2022,31672,4
15/10/2022,4117,50
15/10/2022,2052,24
15/10/2022,13577,3
15/10/2022,24238,6
16/10/2022,41786,5
16/10/2022,227202,59
16/10/2022,19770,198
16/10/2022,2493,23
16/10/2022,5035,79
16/10/2022,32080,11
16/10/2022,17474,1
16/10/2022,4257,56
17/10/2022,32213,15
17/10/2022,13966,8
17/10/2022,26774,12
17/10/2022,4469,61
17/10/2022,2122,23
17/10/2022,3757,54
17/10/2022,190340,52
17/10/2022,17421,179
18/10/2022,4138,80
18/10/2022,13425,2
18/10/2022,1945,23
18/10/2022,3730,54
18/10/2022,173372,25
18/10/2022,17081,201
18/10/2022,29539,2
18/10/2022,24406,5
19/10/2022,14690,192
19/10/2022,25627,8
19/10/2022,11604,1
19/10/2022,21487,6
19/10/2022,3726,76
19/10/2022,1738,29
19/10/2022,3555,49
19/10/2022,154483,55
20/10/2022,3638,57
20/10/2022,150063,55
20/10/2022,3131,42
20/10/2022,1699,20
30/10/2022,52467,874
20/10/2022,21861,9
20/10/2022,11629,3
20/10/2022,25511,5
20/10/2022,13523,139
21/10/2022,23168,8
21/10/2022,19234,11
30/10/2022,87,20
21/10/2022,10771,1
21/10/2022,3382,62
21/10/2022,1633,20
21/10/2022,3090,35
21/10/2022,142978,50
21/10/2022,13676,153
22/10/2022,14660,156
22/10/2022,166943,59
22/10/2022,3093,41
22/10/2022,1719,22
22/10/2022,3359,73
22/10/2022,22847,12
22/10/2022,12640,4
22/10/2022,27351,9
31/10/2022,3567,1197
23/10/2022,3569,48
23/10/2022,186894,56
23/10/2022,16492,151
23/10/2022,3866,58
23/10/2022,1850,19
23/10/2022,26442,10
23/10/2022,33123,6
23/10/2022,14194,5
31/10/2022,36079,598
24/10/2022,12804,7
31/10/2022,62202,1055
24/10/2022,22961,7
24/10/2022,4008,66
24/10/2022,1924,19
24/10/2022,3436,43
24/10/2022,131695,41
24/10/2022,10260,135
24/10/2022,29967,13
25/10/2022,26547,13
25/10/2022,11026,6
25/10/2022,20601,8
25/10/2022,3424,60
25/10/2022,1823,17
25/10/2022,3453,52
26/10/2022,21739,9
26/10/2022,9366,1
26/10/2022,17446,8
26/10/2022,3250,69
26/10/2022,1566,32
26/10/2022,3138,37
27/10/2022,2819,35
27/10/2022,2846,61
27/10/2022,8352,4
27/10/2022,15840,7
27/10/2022,18077,8
27/10/2022,1417,20
28/10/2022,21447,6
28/10/2022,9689,5
28/10/2022,18578,11
28/10/2022,3182,60
28/10/2022,1683,22
28/10/2022,2967,42
29/10/2022,21742,10
29/10/2022,3253,43
29/10/2022,1852,22
29/10/2022,3186,50
29/10/2022,11368,5
29/10/2022,25875,9
30/10/2022,32355,16
30/10/2022,37971,13
30/10/2022,16480,4
30/10/2022,2217,31
30/10/2022,4093,51
30/10/2022,4703,41
31/10/2022,4095,59
31/10/2022,29394,10
31/10/2022,12940,9
31/10/2022,24954,6
31/10/2022,4696,63
31/10/2022,2186,28
14/11/2022,,
15/11/2022,103594,76
16/11/2022,105449,70
17/11/2022,5162,2
18/11/2022,3122,3
19/11/2022,4859,2
20/11/2022,4258,4
21/11/2022,4802,0
22/11/2022,1474,0
23/11/2022,1545,0
24/11/2022,122,0
25/11/2022,157,0
17/11/2022,52126,108
18/11/2022,55906,244
19/11/2022,32906,302
20/11/2022,58321,178
21/11/2022,65743,117
22/11/2022,59481,116
23/11/2022,57251,112
24/11/2022,24842,157
25/11/2022,5000,28
07/11/2022,4072,1
08/11/2022,5130,4
09/11/2022,4561,2
10/11/2022,4459,1
11/11/2022,4311,4
22/11/2022,8385,7
23/11/2022,23230,90
24/11/2022,19858,45
25/11/2022,19857,34
28/11/2022,14169,28
14/11/2022,781,1
15/11/2022,47964,196
16/11/2022,107982,89
17/11/2022,35504,21
18/11/2022,45,1
19/11/2022,11,0
20/11/2022,364,0
21/11/2022,354,0
22/11/2022,2159,2
23/11/2022,12199,21
24/11/2022,6231,8
19/11/2022,39,0
20/11/2022,6,0
21/11/2022,58100,531
29/11/2022,511226,900
30/11/2022,179319,445
05/11/2022,8830,5
06/11/2022,35388,32
07/11/2022,3289,3
08/11/2022,5506,10
09/11/2022,4666,9
10/11/2022,4622,3
11/11/2022,4248,8
22/11/2022,3904,9
23/11/2022,31434,214
24/11/2022,19876,105
25/11/2022,19222,75
28/11/2022,15575,73
08/11/2022,1,0
09/11/2022,37617,34
10/11/2022,44825,63
11/11/2022,49220,53
12/11/2022,47250,59
13/11/2022,48297,52
21/11/2022,449611,600
22/11/2022,280750,315
05/11/2022,20,0
06/11/2022,3056,2
07/11/2022,3998,3
08/11/2022,5150,0
09/11/2022,4406,2
10/11/2022,4488,6
11/11/2022,4363,7
22/11/2022,6063,13
23/11/2022,28226,121
24/11/2022,19181,110
25/11/2022,18808,83
28/11/2022,15091,40
07/11/2022,82544,89
08/11/2022,83657,58
09/11/2022,19164,13
10/11/2022,2446,1
11/11/2022,2786,4
12/11/2022,2240,6
13/11/2022,2673,1
16/11/2022,251,0
17/11/2022,8853,5
18/11/2022,7872,9
19/11/2022,6415,2
20/11/2022,5412,1
21/11/2022,6201,8
22/11/2022,3771,3
23/11/2022,3398,1
24/11/2022,468,0
25/11/2022,372,0
07/11/2022,182660,194
08/11/2022,356565,345
09/11/2022,333398,308
10/11/2022,23851,38
11/11/2022,3848,6
16/11/2022,3134,6
17/11/2022,2283,2
18/11/2022,3,0
19/11/2022,1,0
20/11/2022,96,0
21/11/2022,6,0
22/11/2022,79,0
23/11/2022,179,0
24/11/2022,60,0
28/11/2022,463,0
29/11/2022,337157,192
30/11/2022,382,1
05/11/2022,4,0
06/11/2022,26,0
24/11/2022,25677,27
25/11/2022,27136,42
26/11/2022,24474,33
27/11/2022,25787,31
28/11/2022,1,0
05/11/2022,10,0
06/11/2022,355,5
24/11/2022,2540,9
25/11/2022,20326,59
26/11/2022,16945,175
27/11/2022,32072,264
08/11/2022,1877,1
09/11/2022,65318,60
10/11/2022,5596,3
11/11/2022,3228,1
12/11/2022,190,0
13/11/2022,73,0
16/11/2022,1405,1
17/11/2022,2258,9
20/11/2022,36,1
21/11/2022,38,0
22/11/2022,2,0
23/11/2022,1,0
25/11/2022,3,0
16/11/2022,215,0
17/11/2022,10421,12
18/11/2022,9503,6
19/11/2022,9206,6
20/11/2022,8109,8
21/11/2022,8826,5
22/11/2022,4299,3
23/11/2022,3705,3
24/11/2022,137,0
25/11/2022,96,0
29/11/2022,95538,139
30/11/2022,2141,3
05/11/2022,7533,8
06/11/2022,29219,21
04/11/2022,23925,40
05/11/2022,120200,105
06/11/2022,18400,23
11/11/2022,59499,191
12/11/2022,137594,220
13/11/2022,90489,136
14/11/2022,30253,23
07/11/2022,4033,2
08/11/2022,5335,0
09/11/2022,4676,1
10/11/2022,4327,1
11/11/2022,4324,1
22/11/2022,11965,21
23/11/2022,18988,27
24/11/2022,18658,80
25/11/2022,18637,73
28/11/2022,15162,13
17/11/2022,61964,73
18/11/2022,65819,67
19/11/2022,70854,73
20/11/2022,72807,101
21/11/2022,73929,88
22/11/2022,39999,34
23/11/2022,38784,42
24/11/2022,2608,1
25/11/2022,478,0
01/11/2022,67447,1803
02/11/2022,87948,2716
03/11/2022,98832,2990
04/11/2022,93654,2775
05/11/2022,100453,2047
06/11/2022,78303,1964
07/11/2022,61449,2362
08/11/2022,47211,2190
09/11/2022,72656,2554
10/11/2022,121837,3074
11/11/2022,71333,2749
12/11/2022,89976,2432
13/11/2022,68114,2019
14/11/2022,78047,1747
15/11/2022,69792,1373
16/11/2022,89319,1683
17/11/2022,58879,1207
18/11/2022,77221,1236
19/11/2022,80844,1304
20/11/2022,76611,1172
21/11/2022,55165,1185
22/11/2022,84027,1393
23/11/2022,98815,1927
24/11/2022,75667,1958
25/11/2022,65503,2739
26/11/2022,64982,1812
27/11/2022,65354,1383
28/11/2022,73247,1418
29/11/2022,65827,1206
30/11/2022,5202,92
07/11/2022,10876,217
08/11/2022,51718,810
09/11/2022,87012,1252
10/11/2022,62868,788
11/11/2022,86444,1213
12/11/2022,39785,607
13/11/2022,43829,590
14/11/2022,83780,878
15/11/2022,51621,621
16/11/2022,78316,905
17/11/2022,66741,641
18/11/2022,60983,481
19/11/2022,73407,693
20/11/2022,59250,543
21/11/2022,54079,409
22/11/2022,52644,539
23/11/2022,55078,764
24/11/2022,50117,644
25/11/2022,81983,1156
26/11/2022,47365,782
27/11/2022,55961,634
28/11/2022,90965,1034
29/11/2022,51350,650
30/11/2022,511,8
12/11/2022,100,2
13/11/2022,27033,361
14/11/2022,86018,933
15/11/2022,68226,847
16/11/2022,56252,752
17/11/2022,57204,686
18/11/2022,84512,818
19/11/2022,108442,1119
20/11/2022,56321,615
21/11/2022,49756,572
22/11/2022,71356,766
23/11/2022,75129,1085
24/11/2022,63576,851
25/11/2022,85688,1435
26/11/2022,54551,891
27/11/2022,68328,1018
28/11/2022,83813,1096
29/11/2022,62139,765
30/11/2022,5596,61
13/11/2022,37,11
14/11/2022,2372,413
15/11/2022,3362,664
16/11/2022,3046,680
17/11/2022,2754,612
18/11/2022,5575,1004
19/11/2022,3714,882
20/11/2022,4311,832
21/11/2022,6091,1211
22/11/2022,5241,1079
23/11/2022,9679,2179
24/11/2022,5698,2083
25/11/2022,8976,3809
26/11/2022,4083,1816
27/11/2022,4082,1398
28/11/2022,5796,1169
29/11/2022,5812,1039
30/11/2022,488,73
13/11/2022,25,2
14/11/2022,2887,291
15/11/2022,1756,330
16/11/2022,4153,830
17/11/2022,4209,1104
18/11/2022,6549,899
19/11/2022,6245,863
20/11/2022,7881,746
21/11/2022,10772,793
22/11/2022,9175,1155
23/11/2022,13395,2459
24/11/2022,8198,2972
25/11/2022,8507,3642
26/11/2022,2899,1200
27/11/2022,3232,1056
28/11/2022,6693,1041
29/11/2022,8606,1099
30/11/2022,501,27
01/11/2022,0,
05/11/2022,200877,70
05/11/2022,39886,868
05/11/2022,63774,176
05/11/2022,18597,103
06/11/2022,243456,62
06/11/2022,35895,957
06/11/2022,64092,311
06/11/2022,18949,175
07/11/2022,0,
07/11/2022,276745,71
07/11/2022,61595,649
07/11/2022,0,
07/11/2022,56788,195
07/11/2022,0,
07/11/2022,18208,159
07/11/2022,0,
08/11/2022,214439,52
08/11/2022,38744,528
08/11/2022,0,
08/11/2022,41165,129
08/11/2022,0,
08/11/2022,15401,73
08/11/2022,0,
09/11/2022,214399,48
09/11/2022,35472,529
09/11/2022,0,
09/11/2022,75557,122
09/11/2022,0,
09/11/2022,19671,83
09/11/2022,0,
10/11/2022,195764,37
10/11/2022,31947,494
10/11/2022,0,
10/11/2022,45077,98
10/11/2022,0,
10/11/2022,16338,66
10/11/2022,0,
11/11/2022,173580,55
11/11/2022,36568,837
11/11/2022,0,
11/11/2022,29496,491
11/11/2022,0,
11/11/2022,14878,222
11/11/2022,0,
12/11/2022,155898,44
12/11/2022,40166,465
12/11/2022,0,
12/11/2022,38988,140
12/11/2022,0,
12/11/2022,21782,97
12/11/2022,0,
13/11/2022,193653,58
13/11/2022,40584,502
13/11/2022,0,
13/11/2022,41118,134
13/11/2022,0,
13/11/2022,25054,117
13/11/2022,0,
14/11/2022,0,
14/11/2022,0,
14/11/2022,0,
14/11/2022,0,
14/11/2022,12264,96
14/11/2022,17442,142
14/11/2022,23107,580
14/11/2022,98379,39
15/11/2022,0,
15/11/2022,0,
15/11/2022,0,
15/11/2022,0,
15/11/2022,19799,128
15/11/2022,26581,225
15/11/2022,38643,1047
15/11/2022,192662,75
16/11/2022,16683,8
16/11/2022,1083,22
16/11/2022,3568,16
16/11/2022,2703,15
16/11/2022,13652,83
16/11/2022,20957,126
16/11/2022,31216,786
16/11/2022,74233,28
16/11/2022,54758,20
16/11/2022,4021,135
16/11/2022,3035,71
16/11/2022,2425,33
17/11/2022,38332,21
17/11/2022,8413,330
17/11/2022,12072,128
17/11/2022,12251,127
17/11/2022,3341,15
17/11/2022,5947,30
17/11/2022,16117,478
17/11/2022,42728,22
17/11/2022,79186,30
17/11/2022,15532,403
17/11/2022,11208,161
17/11/2022,5406,79
18/11/2022,66836,21
18/11/2022,19552,695
18/11/2022,22676,232
18/11/2022,17427,124
18/11/2022,3187,9
18/11/2022,4412,43
18/11/2022,13261,475
18/11/2022,32365,13
18/11/2022,62976,21
18/11/2022,1756,29
18/11/2022,5240,44
18/11/2022,2022,16
19/11/2022,65345,29
19/11/2022,20283,573
19/11/2022,24441,226
19/11/2022,16709,167
19/11/2022,3592,19
19/11/2022,4596,38
19/11/2022,16541,501
19/11/2022,39847,19
19/11/2022,67341,30
19/11/2022,504,4
19/11/2022,7298,70
19/11/2022,2104,9
20/11/2022,62944,30
20/11/2022,18544,515
20/11/2022,20729,285
20/11/2022,17989,206
20/11/2022,4023,27
20/11/2022,4582,49
20/11/2022,20575,573
20/11/2022,49059,28
20/11/2022,80823,24
20/11/2022,260,4
20/11/2022,9289,66
20/11/2022,3757,15
21/11/2022,82643,37
21/11/2022,32467,847
21/11/2022,20858,204
21/11/2022,19487,177
